"from","to","weight","from_name","from_group","to_name","to_group","same_group","group","timestep"
"67","77",0.7,67,2,77,2,TRUE,2,1
"67","79",0.7,67,2,79,2,TRUE,2,1
"67","81",0.7,67,2,81,2,TRUE,2,1
"67","82",0.7,67,2,82,2,TRUE,2,1
"67","83",0.7,67,2,83,2,TRUE,2,1
"67","84",0.7,67,2,84,2,TRUE,2,1
"67","85",0.7,67,2,85,2,TRUE,2,1
"67","88",0.7,67,2,88,2,TRUE,2,1
"67","89",0.7,67,2,89,2,TRUE,2,1
"67","90",0.7,67,2,90,2,TRUE,2,1
"67","91",0.7,67,2,91,2,TRUE,2,1
"67","95",0.7,67,2,95,2,TRUE,2,1
"67","96",0.7,67,2,96,2,TRUE,2,1
"67","98",0.7,67,2,98,2,TRUE,2,1
"67","99",0.7,67,2,99,2,TRUE,2,1
"67","100",0.7,67,2,100,2,TRUE,2,1
"68","69",0.7,68,2,69,2,TRUE,2,1
"68","70",0.7,68,2,70,2,TRUE,2,1
"68","72",0.7,68,2,72,2,TRUE,2,1
"68","73",0.7,68,2,73,2,TRUE,2,1
"68","74",0.7,68,2,74,2,TRUE,2,1
"68","77",0.7,68,2,77,2,TRUE,2,1
"68","79",0.7,68,2,79,2,TRUE,2,1
"68","80",0.7,68,2,80,2,TRUE,2,1
"68","81",0.7,68,2,81,2,TRUE,2,1
"68","82",0.7,68,2,82,2,TRUE,2,1
"68","83",0.7,68,2,83,2,TRUE,2,1
"68","84",0.7,68,2,84,2,TRUE,2,1
"68","85",0.7,68,2,85,2,TRUE,2,1
"68","86",0.7,68,2,86,2,TRUE,2,1
"68","87",0.7,68,2,87,2,TRUE,2,1
"68","88",0.7,68,2,88,2,TRUE,2,1
"68","89",0.7,68,2,89,2,TRUE,2,1
"68","94",0.7,68,2,94,2,TRUE,2,1
"68","96",0.7,68,2,96,2,TRUE,2,1
"69","70",0.7,69,2,70,2,TRUE,2,1
"69","71",0.7,69,2,71,2,TRUE,2,1
"69","75",0.7,69,2,75,2,TRUE,2,1
"69","80",0.7,69,2,80,2,TRUE,2,1
"69","83",0.7,69,2,83,2,TRUE,2,1
"69","84",0.7,69,2,84,2,TRUE,2,1
"69","89",0.7,69,2,89,2,TRUE,2,1
"69","91",0.7,69,2,91,2,TRUE,2,1
"69","94",0.7,69,2,94,2,TRUE,2,1
"69","96",0.7,69,2,96,2,TRUE,2,1
"70","71",0.7,70,2,71,2,TRUE,2,1
"70","72",0.7,70,2,72,2,TRUE,2,1
"70","73",0.7,70,2,73,2,TRUE,2,1
"70","74",0.7,70,2,74,2,TRUE,2,1
"70","78",0.7,70,2,78,2,TRUE,2,1
"70","80",0.7,70,2,80,2,TRUE,2,1
"70","81",0.7,70,2,81,2,TRUE,2,1
"70","84",0.7,70,2,84,2,TRUE,2,1
"70","87",0.7,70,2,87,2,TRUE,2,1
"70","89",0.7,70,2,89,2,TRUE,2,1
"70","91",0.7,70,2,91,2,TRUE,2,1
"70","92",0.7,70,2,92,2,TRUE,2,1
"70","93",0.7,70,2,93,2,TRUE,2,1
"70","94",0.7,70,2,94,2,TRUE,2,1
"70","95",0.7,70,2,95,2,TRUE,2,1
"70","98",0.7,70,2,98,2,TRUE,2,1
"70","99",0.7,70,2,99,2,TRUE,2,1
"70","100",0.7,70,2,100,2,TRUE,2,1
"71","72",0.7,71,2,72,2,TRUE,2,1
"71","74",0.7,71,2,74,2,TRUE,2,1
"71","76",0.7,71,2,76,2,TRUE,2,1
"71","77",0.7,71,2,77,2,TRUE,2,1
"71","79",0.7,71,2,79,2,TRUE,2,1
"71","83",0.7,71,2,83,2,TRUE,2,1
"71","85",0.7,71,2,85,2,TRUE,2,1
"71","88",0.7,71,2,88,2,TRUE,2,1
"71","90",0.7,71,2,90,2,TRUE,2,1
"71","92",0.7,71,2,92,2,TRUE,2,1
"71","95",0.7,71,2,95,2,TRUE,2,1
"71","96",0.7,71,2,96,2,TRUE,2,1
"72","74",0.7,72,2,74,2,TRUE,2,1
"72","78",0.7,72,2,78,2,TRUE,2,1
"72","79",0.7,72,2,79,2,TRUE,2,1
"72","81",0.7,72,2,81,2,TRUE,2,1
"72","84",0.7,72,2,84,2,TRUE,2,1
"72","88",0.7,72,2,88,2,TRUE,2,1
"72","90",0.7,72,2,90,2,TRUE,2,1
"72","91",0.7,72,2,91,2,TRUE,2,1
"72","94",0.7,72,2,94,2,TRUE,2,1
"72","96",0.7,72,2,96,2,TRUE,2,1
"72","98",0.7,72,2,98,2,TRUE,2,1
"72","100",0.7,72,2,100,2,TRUE,2,1
"73","75",0.7,73,2,75,2,TRUE,2,1
"73","76",0.7,73,2,76,2,TRUE,2,1
"73","78",0.7,73,2,78,2,TRUE,2,1
"73","80",0.7,73,2,80,2,TRUE,2,1
"73","81",0.7,73,2,81,2,TRUE,2,1
"73","82",0.7,73,2,82,2,TRUE,2,1
"73","83",0.7,73,2,83,2,TRUE,2,1
"73","85",0.7,73,2,85,2,TRUE,2,1
"73","87",0.7,73,2,87,2,TRUE,2,1
"73","89",0.7,73,2,89,2,TRUE,2,1
"73","90",0.7,73,2,90,2,TRUE,2,1
"73","92",0.7,73,2,92,2,TRUE,2,1
"73","93",0.7,73,2,93,2,TRUE,2,1
"73","94",0.7,73,2,94,2,TRUE,2,1
"73","95",0.7,73,2,95,2,TRUE,2,1
"73","96",0.7,73,2,96,2,TRUE,2,1
"73","97",0.7,73,2,97,2,TRUE,2,1
"73","98",0.7,73,2,98,2,TRUE,2,1
"74","75",0.7,74,2,75,2,TRUE,2,1
"74","82",0.7,74,2,82,2,TRUE,2,1
"74","83",0.7,74,2,83,2,TRUE,2,1
"74","88",0.7,74,2,88,2,TRUE,2,1
"74","90",0.7,74,2,90,2,TRUE,2,1
"74","92",0.7,74,2,92,2,TRUE,2,1
"74","97",0.7,74,2,97,2,TRUE,2,1
"74","98",0.7,74,2,98,2,TRUE,2,1
"74","99",0.7,74,2,99,2,TRUE,2,1
"74","100",0.7,74,2,100,2,TRUE,2,1
"75","77",0.7,75,2,77,2,TRUE,2,1
"75","79",0.7,75,2,79,2,TRUE,2,1
"75","81",0.7,75,2,81,2,TRUE,2,1
"75","82",0.7,75,2,82,2,TRUE,2,1
"75","83",0.7,75,2,83,2,TRUE,2,1
"75","85",0.7,75,2,85,2,TRUE,2,1
"75","89",0.7,75,2,89,2,TRUE,2,1
"75","90",0.7,75,2,90,2,TRUE,2,1
"75","91",0.7,75,2,91,2,TRUE,2,1
"75","92",0.7,75,2,92,2,TRUE,2,1
"75","93",0.7,75,2,93,2,TRUE,2,1
"75","94",0.7,75,2,94,2,TRUE,2,1
"75","95",0.7,75,2,95,2,TRUE,2,1
"75","99",0.7,75,2,99,2,TRUE,2,1
"75","100",0.7,75,2,100,2,TRUE,2,1
"76","81",0.7,76,2,81,2,TRUE,2,1
"76","82",0.7,76,2,82,2,TRUE,2,1
"76","83",0.7,76,2,83,2,TRUE,2,1
"76","87",0.7,76,2,87,2,TRUE,2,1
"76","91",0.7,76,2,91,2,TRUE,2,1
"76","92",0.7,76,2,92,2,TRUE,2,1
"76","93",0.7,76,2,93,2,TRUE,2,1
"76","94",0.7,76,2,94,2,TRUE,2,1
"76","95",0.7,76,2,95,2,TRUE,2,1
"76","100",0.7,76,2,100,2,TRUE,2,1
"77","78",0.7,77,2,78,2,TRUE,2,1
"77","79",0.7,77,2,79,2,TRUE,2,1
"77","80",0.7,77,2,80,2,TRUE,2,1
"77","83",0.7,77,2,83,2,TRUE,2,1
"77","84",0.7,77,2,84,2,TRUE,2,1
"77","86",0.7,77,2,86,2,TRUE,2,1
"77","87",0.7,77,2,87,2,TRUE,2,1
"77","88",0.7,77,2,88,2,TRUE,2,1
"77","89",0.7,77,2,89,2,TRUE,2,1
"77","90",0.7,77,2,90,2,TRUE,2,1
"77","91",0.7,77,2,91,2,TRUE,2,1
"77","92",0.7,77,2,92,2,TRUE,2,1
"77","94",0.7,77,2,94,2,TRUE,2,1
"77","95",0.7,77,2,95,2,TRUE,2,1
"77","96",0.7,77,2,96,2,TRUE,2,1
"78","80",0.7,78,2,80,2,TRUE,2,1
"78","81",0.7,78,2,81,2,TRUE,2,1
"78","83",0.7,78,2,83,2,TRUE,2,1
"78","84",0.7,78,2,84,2,TRUE,2,1
"78","85",0.7,78,2,85,2,TRUE,2,1
"78","87",0.7,78,2,87,2,TRUE,2,1
"78","88",0.7,78,2,88,2,TRUE,2,1
"78","89",0.7,78,2,89,2,TRUE,2,1
"78","90",0.7,78,2,90,2,TRUE,2,1
"78","95",0.7,78,2,95,2,TRUE,2,1
"78","96",0.7,78,2,96,2,TRUE,2,1
"78","99",0.7,78,2,99,2,TRUE,2,1
"78","100",0.7,78,2,100,2,TRUE,2,1
"79","81",0.7,79,2,81,2,TRUE,2,1
"79","84",0.7,79,2,84,2,TRUE,2,1
"79","91",0.7,79,2,91,2,TRUE,2,1
"79","92",0.7,79,2,92,2,TRUE,2,1
"79","93",0.7,79,2,93,2,TRUE,2,1
"79","94",0.7,79,2,94,2,TRUE,2,1
"79","95",0.7,79,2,95,2,TRUE,2,1
"79","96",0.7,79,2,96,2,TRUE,2,1
"79","97",0.7,79,2,97,2,TRUE,2,1
"79","98",0.7,79,2,98,2,TRUE,2,1
"80","86",0.7,80,2,86,2,TRUE,2,1
"80","87",0.7,80,2,87,2,TRUE,2,1
"80","88",0.7,80,2,88,2,TRUE,2,1
"80","89",0.7,80,2,89,2,TRUE,2,1
"80","91",0.7,80,2,91,2,TRUE,2,1
"80","93",0.7,80,2,93,2,TRUE,2,1
"80","94",0.7,80,2,94,2,TRUE,2,1
"80","95",0.7,80,2,95,2,TRUE,2,1
"80","99",0.7,80,2,99,2,TRUE,2,1
"81","83",0.7,81,2,83,2,TRUE,2,1
"81","84",0.7,81,2,84,2,TRUE,2,1
"81","85",0.7,81,2,85,2,TRUE,2,1
"81","87",0.7,81,2,87,2,TRUE,2,1
"81","89",0.7,81,2,89,2,TRUE,2,1
"81","95",0.7,81,2,95,2,TRUE,2,1
"81","97",0.7,81,2,97,2,TRUE,2,1
"82","83",0.7,82,2,83,2,TRUE,2,1
"82","84",0.7,82,2,84,2,TRUE,2,1
"82","85",0.7,82,2,85,2,TRUE,2,1
"82","86",0.7,82,2,86,2,TRUE,2,1
"82","87",0.7,82,2,87,2,TRUE,2,1
"82","89",0.7,82,2,89,2,TRUE,2,1
"82","90",0.7,82,2,90,2,TRUE,2,1
"82","91",0.7,82,2,91,2,TRUE,2,1
"82","94",0.7,82,2,94,2,TRUE,2,1
"82","95",0.7,82,2,95,2,TRUE,2,1
"82","96",0.7,82,2,96,2,TRUE,2,1
"82","97",0.7,82,2,97,2,TRUE,2,1
"82","98",0.7,82,2,98,2,TRUE,2,1
"82","99",0.7,82,2,99,2,TRUE,2,1
"82","100",0.7,82,2,100,2,TRUE,2,1
"83","85",0.7,83,2,85,2,TRUE,2,1
"83","86",0.7,83,2,86,2,TRUE,2,1
"83","91",0.7,83,2,91,2,TRUE,2,1
"83","95",0.7,83,2,95,2,TRUE,2,1
"83","96",0.7,83,2,96,2,TRUE,2,1
"83","99",0.7,83,2,99,2,TRUE,2,1
"84","85",0.7,84,2,85,2,TRUE,2,1
"84","86",0.7,84,2,86,2,TRUE,2,1
"84","87",0.7,84,2,87,2,TRUE,2,1
"84","88",0.7,84,2,88,2,TRUE,2,1
"84","90",0.7,84,2,90,2,TRUE,2,1
"84","95",0.7,84,2,95,2,TRUE,2,1
"84","96",0.7,84,2,96,2,TRUE,2,1
"84","97",0.7,84,2,97,2,TRUE,2,1
"84","98",0.7,84,2,98,2,TRUE,2,1
"84","99",0.7,84,2,99,2,TRUE,2,1
"85","86",0.7,85,2,86,2,TRUE,2,1
"85","89",0.7,85,2,89,2,TRUE,2,1
"85","94",0.7,85,2,94,2,TRUE,2,1
"85","97",0.7,85,2,97,2,TRUE,2,1
"85","98",0.7,85,2,98,2,TRUE,2,1
"86","90",0.7,86,2,90,2,TRUE,2,1
"86","95",0.7,86,2,95,2,TRUE,2,1
"86","96",0.7,86,2,96,2,TRUE,2,1
"86","97",0.7,86,2,97,2,TRUE,2,1
"86","98",0.7,86,2,98,2,TRUE,2,1
"86","99",0.7,86,2,99,2,TRUE,2,1
"86","100",0.7,86,2,100,2,TRUE,2,1
"87","90",0.7,87,2,90,2,TRUE,2,1
"87","91",0.7,87,2,91,2,TRUE,2,1
"87","92",0.7,87,2,92,2,TRUE,2,1
"87","93",0.7,87,2,93,2,TRUE,2,1
"87","95",0.7,87,2,95,2,TRUE,2,1
"87","96",0.7,87,2,96,2,TRUE,2,1
"87","99",0.7,87,2,99,2,TRUE,2,1
"87","100",0.7,87,2,100,2,TRUE,2,1
"88","89",0.7,88,2,89,2,TRUE,2,1
"88","90",0.7,88,2,90,2,TRUE,2,1
"88","95",0.7,88,2,95,2,TRUE,2,1
"88","97",0.7,88,2,97,2,TRUE,2,1
"89","91",0.7,89,2,91,2,TRUE,2,1
"89","92",0.7,89,2,92,2,TRUE,2,1
"89","94",0.7,89,2,94,2,TRUE,2,1
"89","97",0.7,89,2,97,2,TRUE,2,1
"89","98",0.7,89,2,98,2,TRUE,2,1
"89","99",0.7,89,2,99,2,TRUE,2,1
"89","100",0.7,89,2,100,2,TRUE,2,1
"90","92",0.7,90,2,92,2,TRUE,2,1
"90","96",0.7,90,2,96,2,TRUE,2,1
"90","100",0.7,90,2,100,2,TRUE,2,1
"91","93",0.7,91,2,93,2,TRUE,2,1
"91","95",0.7,91,2,95,2,TRUE,2,1
"91","96",0.7,91,2,96,2,TRUE,2,1
"91","99",0.7,91,2,99,2,TRUE,2,1
"91","100",0.7,91,2,100,2,TRUE,2,1
"92","94",0.7,92,2,94,2,TRUE,2,1
"92","95",0.7,92,2,95,2,TRUE,2,1
"92","99",0.7,92,2,99,2,TRUE,2,1
"92","100",0.7,92,2,100,2,TRUE,2,1
"93","94",0.7,93,2,94,2,TRUE,2,1
"93","96",0.7,93,2,96,2,TRUE,2,1
"93","97",0.7,93,2,97,2,TRUE,2,1
"93","98",0.7,93,2,98,2,TRUE,2,1
"93","100",0.7,93,2,100,2,TRUE,2,1
"94","95",0.7,94,2,95,2,TRUE,2,1
"94","96",0.7,94,2,96,2,TRUE,2,1
"95","97",0.7,95,2,97,2,TRUE,2,1
"95","100",0.7,95,2,100,2,TRUE,2,1
"96","99",0.7,96,2,99,2,TRUE,2,1
"96","100",0.7,96,2,100,2,TRUE,2,1
"97","99",0.7,97,2,99,2,TRUE,2,1
"98","100",0.7,98,2,100,2,TRUE,2,1
"99","100",0.7,99,2,100,2,TRUE,2,1
"101","104",0.7,101,3,104,3,TRUE,3,1
"101","106",0.7,101,3,106,3,TRUE,3,1
"101","107",0.7,101,3,107,3,TRUE,3,1
"101","108",0.7,101,3,108,3,TRUE,3,1
"101","111",0.7,101,3,111,3,TRUE,3,1
"101","112",0.7,101,3,112,3,TRUE,3,1
"101","113",0.7,101,3,113,3,TRUE,3,1
"101","115",0.7,101,3,115,3,TRUE,3,1
"101","118",0.7,101,3,118,3,TRUE,3,1
"101","120",0.7,101,3,120,3,TRUE,3,1
"101","121",0.7,101,3,121,3,TRUE,3,1
"101","124",0.7,101,3,124,3,TRUE,3,1
"101","125",0.7,101,3,125,3,TRUE,3,1
"101","128",0.7,101,3,128,3,TRUE,3,1
"101","130",0.7,101,3,130,3,TRUE,3,1
"101","131",0.7,101,3,131,3,TRUE,3,1
"101","132",0.7,101,3,132,3,TRUE,3,1
"101","134",0.7,101,3,134,3,TRUE,3,1
"101","136",0.7,101,3,136,3,TRUE,3,1
"101","140",0.7,101,3,140,3,TRUE,3,1
"101","141",0.7,101,3,141,3,TRUE,3,1
"101","142",0.7,101,3,142,3,TRUE,3,1
"101","143",0.7,101,3,143,3,TRUE,3,1
"101","144",0.7,101,3,144,3,TRUE,3,1
"101","146",0.7,101,3,146,3,TRUE,3,1
"101","148",0.7,101,3,148,3,TRUE,3,1
"102","104",0.7,102,3,104,3,TRUE,3,1
"102","105",0.7,102,3,105,3,TRUE,3,1
"102","106",0.7,102,3,106,3,TRUE,3,1
"102","107",0.7,102,3,107,3,TRUE,3,1
"102","109",0.7,102,3,109,3,TRUE,3,1
"102","112",0.7,102,3,112,3,TRUE,3,1
"102","113",0.7,102,3,113,3,TRUE,3,1
"102","116",0.7,102,3,116,3,TRUE,3,1
"102","117",0.7,102,3,117,3,TRUE,3,1
"102","119",0.7,102,3,119,3,TRUE,3,1
"102","120",0.7,102,3,120,3,TRUE,3,1
"102","121",0.7,102,3,121,3,TRUE,3,1
"102","122",0.7,102,3,122,3,TRUE,3,1
"102","127",0.7,102,3,127,3,TRUE,3,1
"102","128",0.7,102,3,128,3,TRUE,3,1
"102","129",0.7,102,3,129,3,TRUE,3,1
"102","131",0.7,102,3,131,3,TRUE,3,1
"102","132",0.7,102,3,132,3,TRUE,3,1
"102","134",0.7,102,3,134,3,TRUE,3,1
"102","135",0.7,102,3,135,3,TRUE,3,1
"102","137",0.7,102,3,137,3,TRUE,3,1
"102","138",0.7,102,3,138,3,TRUE,3,1
"102","139",0.7,102,3,139,3,TRUE,3,1
"102","140",0.7,102,3,140,3,TRUE,3,1
"102","142",0.7,102,3,142,3,TRUE,3,1
"102","144",0.7,102,3,144,3,TRUE,3,1
"102","146",0.7,102,3,146,3,TRUE,3,1
"102","147",0.7,102,3,147,3,TRUE,3,1
"102","148",0.7,102,3,148,3,TRUE,3,1
"102","150",0.7,102,3,150,3,TRUE,3,1
"103","105",0.7,103,3,105,3,TRUE,3,1
"103","106",0.7,103,3,106,3,TRUE,3,1
"103","109",0.7,103,3,109,3,TRUE,3,1
"103","111",0.7,103,3,111,3,TRUE,3,1
"103","113",0.7,103,3,113,3,TRUE,3,1
"103","116",0.7,103,3,116,3,TRUE,3,1
"103","118",0.7,103,3,118,3,TRUE,3,1
"103","119",0.7,103,3,119,3,TRUE,3,1
"103","123",0.7,103,3,123,3,TRUE,3,1
"103","124",0.7,103,3,124,3,TRUE,3,1
"103","125",0.7,103,3,125,3,TRUE,3,1
"103","128",0.7,103,3,128,3,TRUE,3,1
"103","134",0.7,103,3,134,3,TRUE,3,1
"103","135",0.7,103,3,135,3,TRUE,3,1
"103","136",0.7,103,3,136,3,TRUE,3,1
"103","138",0.7,103,3,138,3,TRUE,3,1
"103","139",0.7,103,3,139,3,TRUE,3,1
"103","142",0.7,103,3,142,3,TRUE,3,1
"103","143",0.7,103,3,143,3,TRUE,3,1
"103","148",0.7,103,3,148,3,TRUE,3,1
"104","105",0.7,104,3,105,3,TRUE,3,1
"104","109",0.7,104,3,109,3,TRUE,3,1
"104","110",0.7,104,3,110,3,TRUE,3,1
"104","112",0.7,104,3,112,3,TRUE,3,1
"104","113",0.7,104,3,113,3,TRUE,3,1
"104","115",0.7,104,3,115,3,TRUE,3,1
"104","116",0.7,104,3,116,3,TRUE,3,1
"104","117",0.7,104,3,117,3,TRUE,3,1
"104","118",0.7,104,3,118,3,TRUE,3,1
"104","122",0.7,104,3,122,3,TRUE,3,1
"104","125",0.7,104,3,125,3,TRUE,3,1
"104","126",0.7,104,3,126,3,TRUE,3,1
"104","127",0.7,104,3,127,3,TRUE,3,1
"104","128",0.7,104,3,128,3,TRUE,3,1
"104","129",0.7,104,3,129,3,TRUE,3,1
"104","131",0.7,104,3,131,3,TRUE,3,1
"104","132",0.7,104,3,132,3,TRUE,3,1
"104","136",0.7,104,3,136,3,TRUE,3,1
"104","137",0.7,104,3,137,3,TRUE,3,1
"104","142",0.7,104,3,142,3,TRUE,3,1
"104","144",0.7,104,3,144,3,TRUE,3,1
"104","150",0.7,104,3,150,3,TRUE,3,1
"105","106",0.7,105,3,106,3,TRUE,3,1
"105","107",0.7,105,3,107,3,TRUE,3,1
"105","110",0.7,105,3,110,3,TRUE,3,1
"105","111",0.7,105,3,111,3,TRUE,3,1
"105","112",0.7,105,3,112,3,TRUE,3,1
"105","114",0.7,105,3,114,3,TRUE,3,1
"105","115",0.7,105,3,115,3,TRUE,3,1
"105","116",0.7,105,3,116,3,TRUE,3,1
"105","117",0.7,105,3,117,3,TRUE,3,1
"105","118",0.7,105,3,118,3,TRUE,3,1
"105","121",0.7,105,3,121,3,TRUE,3,1
"105","123",0.7,105,3,123,3,TRUE,3,1
"105","126",0.7,105,3,126,3,TRUE,3,1
"105","127",0.7,105,3,127,3,TRUE,3,1
"105","128",0.7,105,3,128,3,TRUE,3,1
"105","129",0.7,105,3,129,3,TRUE,3,1
"105","130",0.7,105,3,130,3,TRUE,3,1
"105","131",0.7,105,3,131,3,TRUE,3,1
"105","132",0.7,105,3,132,3,TRUE,3,1
"105","134",0.7,105,3,134,3,TRUE,3,1
"105","135",0.7,105,3,135,3,TRUE,3,1
"105","140",0.7,105,3,140,3,TRUE,3,1
"105","141",0.7,105,3,141,3,TRUE,3,1
"105","143",0.7,105,3,143,3,TRUE,3,1
"105","144",0.7,105,3,144,3,TRUE,3,1
"105","145",0.7,105,3,145,3,TRUE,3,1
"105","146",0.7,105,3,146,3,TRUE,3,1
"105","150",0.7,105,3,150,3,TRUE,3,1
"106","108",0.7,106,3,108,3,TRUE,3,1
"106","109",0.7,106,3,109,3,TRUE,3,1
"106","113",0.7,106,3,113,3,TRUE,3,1
"106","115",0.7,106,3,115,3,TRUE,3,1
"106","116",0.7,106,3,116,3,TRUE,3,1
"106","121",0.7,106,3,121,3,TRUE,3,1
"106","123",0.7,106,3,123,3,TRUE,3,1
"106","124",0.7,106,3,124,3,TRUE,3,1
"106","127",0.7,106,3,127,3,TRUE,3,1
"106","132",0.7,106,3,132,3,TRUE,3,1
"106","135",0.7,106,3,135,3,TRUE,3,1
"106","136",0.7,106,3,136,3,TRUE,3,1
"106","137",0.7,106,3,137,3,TRUE,3,1
"106","139",0.7,106,3,139,3,TRUE,3,1
"106","141",0.7,106,3,141,3,TRUE,3,1
"106","143",0.7,106,3,143,3,TRUE,3,1
"106","145",0.7,106,3,145,3,TRUE,3,1
"106","146",0.7,106,3,146,3,TRUE,3,1
"106","148",0.7,106,3,148,3,TRUE,3,1
"106","150",0.7,106,3,150,3,TRUE,3,1
"107","110",0.7,107,3,110,3,TRUE,3,1
"107","111",0.7,107,3,111,3,TRUE,3,1
"107","113",0.7,107,3,113,3,TRUE,3,1
"107","115",0.7,107,3,115,3,TRUE,3,1
"107","116",0.7,107,3,116,3,TRUE,3,1
"107","118",0.7,107,3,118,3,TRUE,3,1
"107","123",0.7,107,3,123,3,TRUE,3,1
"107","124",0.7,107,3,124,3,TRUE,3,1
"107","125",0.7,107,3,125,3,TRUE,3,1
"107","127",0.7,107,3,127,3,TRUE,3,1
"107","130",0.7,107,3,130,3,TRUE,3,1
"107","132",0.7,107,3,132,3,TRUE,3,1
"107","133",0.7,107,3,133,3,TRUE,3,1
"107","134",0.7,107,3,134,3,TRUE,3,1
"107","135",0.7,107,3,135,3,TRUE,3,1
"107","136",0.7,107,3,136,3,TRUE,3,1
"107","143",0.7,107,3,143,3,TRUE,3,1
"107","145",0.7,107,3,145,3,TRUE,3,1
"107","149",0.7,107,3,149,3,TRUE,3,1
"107","150",0.7,107,3,150,3,TRUE,3,1
"108","110",0.7,108,3,110,3,TRUE,3,1
"108","112",0.7,108,3,112,3,TRUE,3,1
"108","116",0.7,108,3,116,3,TRUE,3,1
"108","117",0.7,108,3,117,3,TRUE,3,1
"108","118",0.7,108,3,118,3,TRUE,3,1
"108","120",0.7,108,3,120,3,TRUE,3,1
"108","121",0.7,108,3,121,3,TRUE,3,1
"108","122",0.7,108,3,122,3,TRUE,3,1
"108","125",0.7,108,3,125,3,TRUE,3,1
"108","127",0.7,108,3,127,3,TRUE,3,1
"108","129",0.7,108,3,129,3,TRUE,3,1
"108","132",0.7,108,3,132,3,TRUE,3,1
"108","134",0.7,108,3,134,3,TRUE,3,1
"108","135",0.7,108,3,135,3,TRUE,3,1
"108","138",0.7,108,3,138,3,TRUE,3,1
"108","139",0.7,108,3,139,3,TRUE,3,1
"108","140",0.7,108,3,140,3,TRUE,3,1
"108","144",0.7,108,3,144,3,TRUE,3,1
"108","145",0.7,108,3,145,3,TRUE,3,1
"108","147",0.7,108,3,147,3,TRUE,3,1
"108","148",0.7,108,3,148,3,TRUE,3,1
"109","110",0.7,109,3,110,3,TRUE,3,1
"109","113",0.7,109,3,113,3,TRUE,3,1
"109","114",0.7,109,3,114,3,TRUE,3,1
"109","116",0.7,109,3,116,3,TRUE,3,1
"109","119",0.7,109,3,119,3,TRUE,3,1
"109","124",0.7,109,3,124,3,TRUE,3,1
"109","125",0.7,109,3,125,3,TRUE,3,1
"109","126",0.7,109,3,126,3,TRUE,3,1
"109","128",0.7,109,3,128,3,TRUE,3,1
"109","130",0.7,109,3,130,3,TRUE,3,1
"109","134",0.7,109,3,134,3,TRUE,3,1
"109","137",0.7,109,3,137,3,TRUE,3,1
"109","138",0.7,109,3,138,3,TRUE,3,1
"109","141",0.7,109,3,141,3,TRUE,3,1
"109","143",0.7,109,3,143,3,TRUE,3,1
"109","144",0.7,109,3,144,3,TRUE,3,1
"109","147",0.7,109,3,147,3,TRUE,3,1
"109","149",0.7,109,3,149,3,TRUE,3,1
"110","111",0.7,110,3,111,3,TRUE,3,1
"110","112",0.7,110,3,112,3,TRUE,3,1
"110","117",0.7,110,3,117,3,TRUE,3,1
"110","118",0.7,110,3,118,3,TRUE,3,1
"110","119",0.7,110,3,119,3,TRUE,3,1
"110","120",0.7,110,3,120,3,TRUE,3,1
"110","121",0.7,110,3,121,3,TRUE,3,1
"110","127",0.7,110,3,127,3,TRUE,3,1
"110","131",0.7,110,3,131,3,TRUE,3,1
"110","132",0.7,110,3,132,3,TRUE,3,1
"110","135",0.7,110,3,135,3,TRUE,3,1
"110","138",0.7,110,3,138,3,TRUE,3,1
"110","139",0.7,110,3,139,3,TRUE,3,1
"110","140",0.7,110,3,140,3,TRUE,3,1
"110","147",0.7,110,3,147,3,TRUE,3,1
"110","150",0.7,110,3,150,3,TRUE,3,1
"111","113",0.7,111,3,113,3,TRUE,3,1
"111","115",0.7,111,3,115,3,TRUE,3,1
"111","118",0.7,111,3,118,3,TRUE,3,1
"111","120",0.7,111,3,120,3,TRUE,3,1
"111","121",0.7,111,3,121,3,TRUE,3,1
"111","122",0.7,111,3,122,3,TRUE,3,1
"111","123",0.7,111,3,123,3,TRUE,3,1
"111","124",0.7,111,3,124,3,TRUE,3,1
"111","129",0.7,111,3,129,3,TRUE,3,1
"111","130",0.7,111,3,130,3,TRUE,3,1
"111","131",0.7,111,3,131,3,TRUE,3,1
"111","134",0.7,111,3,134,3,TRUE,3,1
"111","136",0.7,111,3,136,3,TRUE,3,1
"111","138",0.7,111,3,138,3,TRUE,3,1
"111","139",0.7,111,3,139,3,TRUE,3,1
"111","140",0.7,111,3,140,3,TRUE,3,1
"111","141",0.7,111,3,141,3,TRUE,3,1
"111","142",0.7,111,3,142,3,TRUE,3,1
"111","143",0.7,111,3,143,3,TRUE,3,1
"111","145",0.7,111,3,145,3,TRUE,3,1
"111","146",0.7,111,3,146,3,TRUE,3,1
"111","147",0.7,111,3,147,3,TRUE,3,1
"111","149",0.7,111,3,149,3,TRUE,3,1
"111","150",0.7,111,3,150,3,TRUE,3,1
"112","113",0.7,112,3,113,3,TRUE,3,1
"112","114",0.7,112,3,114,3,TRUE,3,1
"112","115",0.7,112,3,115,3,TRUE,3,1
"112","116",0.7,112,3,116,3,TRUE,3,1
"112","117",0.7,112,3,117,3,TRUE,3,1
"112","119",0.7,112,3,119,3,TRUE,3,1
"112","121",0.7,112,3,121,3,TRUE,3,1
"112","123",0.7,112,3,123,3,TRUE,3,1
"112","124",0.7,112,3,124,3,TRUE,3,1
"112","126",0.7,112,3,126,3,TRUE,3,1
